"","X","Title","News_Link","Date","Status","Status_Frequency","Daily_Total_Frequency","Year","Month","Day"
"136",136,"台胞怎样申请大陆医师资格_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/jy_43772/re3/lai3/201710/t20171019_11854344.htm","2008-05-09","Compatriots",1,1,2008,5,9
"137",137,"经批准定居的台胞如何办理户口登记手续?_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jl/zxzx_43777/201512/t20151203_11156606.htm","2015-12-03","Compatriots",7,7,2015,12,3
"138",138,"德州市台办助台胞安全返台_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201502/t20150216_9056863.htm","2015-02-16","Compatriots",1,1,2015,2,16
"139",139,"海外台胞_中共中央台湾工作办公室、国务院台湾事务办公室","http://www.gwytb.gov.cn/gatsw/hwtb/","2020-11-23","Compatriots",5,5,2020,11,23
"140",140,"检察开放日 台胞小朋友的法治“初体验”_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/tbqy/zongshu/201806/t20180622_11967756.htm","2018-06-02","Compatriots",2,2,2018,6,2
"141",141,"台办政府网站全新改版 张志军主任勉励热心服务台胞_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201401/t20140126_5594975.htm","2014-01-26","Compatriots",1,1,2014,1,26
"142",142,"上海发布实施55条措施努力为台企台胞提供“同等待遇”_中共中央...","http://www.gwytb.gov.cn/service/cxggjc/201806/t20180612_11964708.htm","2018-06-12","Compatriots",3,3,2018,6,12
"143",143,"抚州市台办副主任毛奇峰走访慰问宜黄县台商台胞_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201701/t20170125_11687576.htm","2020-12-02","Compatriots",3,6,2020,12,2
"144",144,"青岛市台办主任方妍走访市中院、市仲裁办研商台胞权益保护工作...","http://www.gwytb.gov.cn/local/201703/t20170317_11725688.htm","2017-03-08","Compatriots",1,1,2017,3,8
"145",145,"海协会、青岛市积极协助滞留台胞白汉骏返台_中共中央台湾工作办公...","http://www.gwytb.gov.cn/tufashijian/201101/t20110105_1676263.htm","2020-12-02","Compatriots",3,6,2020,12,2
"146",146,"河北率先给台胞“国民待遇” 台胞就业有了新渠道_中共中央台湾...","http://www.gwytb.gov.cn/jy/zxzx/201802/t20180211_11924269.htm","2018-02-09","Compatriots",1,1,2018,2,9
"147",147,"2017年广西台商台胞台属台生代表迎春座谈会在南宁举行_中共中央...","http://www.gwytb.gov.cn/local/201701/t20170109_11674009.htm","2017-01-06","Compatriots",1,1,2017,1,6
"148",148,"刘结一东莞调研 强调为台胞创造更多机遇和更好条件_中共中央台湾...","http://www.gwytb.gov.cn/newsb/201801/t20180126_11911711.htm","2018-01-26","Compatriots",1,1,2018,1,26
"149",149,"100多名滞留湖北台胞29日晚从上海返回台湾_中共中央台湾工作办公...","http://www.gwytb.gov.cn/m/news/202003/t20200330_12260657.htm","2020-03-30","Compatriots",2,2,2020,3,30
"150",150,"各省、自治区、直辖市及部分副省级以上城市台胞权益保障机构及...","http://www.gwytb.gov.cn/tbqy/fangshi/201211/t20121105_3350381.htm","2020-12-07","Compatriots",7,7,2020,12,7
"151",151,"仪征市台办启动“台企台胞走访服务月”活动_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201405/t20140506_6114090.htm","2020-12-01","Compatriots",10,11,2020,12,1
"152",152,"天津市出入境管理局为台胞启动“绿色通道”补发证件_中共中央台湾...","http://www.gwytb.gov.cn/service/201508/t20150818_10499561.htm","2020-12-01","Compatriots",10,11,2020,12,1
"153",153,"江苏出台76条实施意见 助台胞享受同等待遇_中共中央台湾工作办公...","http://www.gwytb.gov.cn/31t/bjzl/201809/t20180912_12058960.html","2018-09-12","Compatriots",5,8,2018,9,12
"154",154,"四川召开全省对台经济和台胞权益保护工作座谈会_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201706/t20170622_11806477.htm","2017-06-22","Compatriots",1,1,2017,6,22
"155",155,"台胞怎样办“小三通”证明_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/jj/re6/la6/201710/t20171020_11854808.htm","2008-06-05","Compatriots",1,1,2008,6,5
"156",156,"各地台胞权益保护机构及联系方式_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/tbqy/fangshi/","2020-12-01","Compatriots",10,11,2020,12,1
"157",157,"仪征市台商台胞台属热议习近平总书记两岸关系重要讲话_中共中央...","http://www.gwytb.gov.cn/local/201603/t20160311_11407571.htm","2020-12-01","Compatriots",10,11,2020,12,1
"158",158,"杭州“市民之家”熱心服務台胞獲贈錦旗_中共中央臺灣工作辦公室...","http://big5.gwytb.gov.cn/service/gxtbsh/201808/t20180827_12051799.htm","2020-12-01","Compatriots",10,11,2020,12,1
"159",159,"广西各地举办台商台胞迎中秋联谊活动_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201809/t20180921_12063188.htm","2018-09-21","Compatriots",1,1,2018,9,21
"160",160,"微信群和公众号架起服务台胞便捷通道_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201512/t20151201_11136789.htm","2015-12-01","Compatriots",2,2,2015,12,1
"161",161,"郑州市举办台胞台属台商子女“看郑州”夏令营活动_中共中央台湾...","http://www.gwytb.gov.cn/service/201507/t20150722_10304581.htm","2020-12-01","Compatriots",10,11,2020,12,1
"162",162,"茂名市举行2017年台胞台商台属迎春联谊会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201701/t20170124_11686981.htm","2017-01-22","Compatriots",3,3,2017,1,22
"163",163,"达州市台办开展困难台胞台属帮扶救助工作_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201712/t20171212_11878141.htm","2017-12-12","Compatriots",1,1,2017,12,12
"164",164,"江苏省台办及时协助解决台胞网上求助_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201311/t20131121_5241317.htm","2020-12-01","Compatriots",10,11,2020,12,1
"165",165,"国台办:即将实施的《个人所得税法》进一步放宽对台胞的优惠安排...","http://www.gwytb.gov.cn/wyly/201812/t20181226_12126341.htm","2018-12-26","Compatriots",2,2,2018,12,26
"166",166,"江苏省台办主任座谈会召开 加强服务台胞台企工作_中共中央台湾...","http://www.gwytb.gov.cn/local/201705/t20170511_11779344.htm","2017-05-11","Compatriots",1,1,2017,5,11
"167",167,"山东省台胞权益保护交流团赴台听取台胞台商建议_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201605/t20160506_11451759.htm","2020-12-01","Compatriots",10,11,2020,12,1
"168",168,"泉州市领导深入基层慰问困难台胞_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201802/t20180209_11923275.htm","2020-12-01","Compatriots",10,11,2020,12,1
"169",169,"台胞在宁创业故事——《青创未来》南京首发_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201706/t20170626_11807781.htm","2020-12-01","Compatriots",10,11,2020,12,1
"170",170,"国台办:哀悼在菲遇难台胞,愿提供任何必要协助_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201706/t20170603_11793952.htm","2017-06-03","Compatriots",1,1,2017,6,3
"171",171,"台胞社区助理厦门上岗_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/service/cxggjc/201806/t20180612_11964692.htm","2018-06-12","Compatriots",3,3,2018,6,12
"172",172,"大连市举办纪念海峡两岸交流30周年台商台胞座谈会_中共中央台湾...","http://www.gwytb.gov.cn/local/201709/t20170929_11848124.htm","2020-11-30","Compatriots",3,3,2020,11,30
"173",173,"国台办:台胞在大陆的合法权益有充分保障_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201703/t20170329_11734561.htm","2017-03-29","Compatriots",1,1,2017,3,29
"174",174,"扬州市发放《台胞缴纳使用住房公积金有关事项须知》_中共中央台湾...","http://www.gwytb.gov.cn/service/201804/t20180419_11945676.htm","2020-11-30","Compatriots",3,3,2020,11,30
"175",175,"上海市台办法律顾问制度服务在沪台商台胞台属_中共中央台湾工作...","http://www.gwytb.gov.cn/guide_rules/method/201712/t20171220_11880994.htm","2017-12-20","Compatriots",1,1,2017,12,20
"176",176,"国台办:大陆过去是、现在是、未来也仍会是台胞台企投资兴业最佳...","http://www.gwytb.gov.cn/wyly/201911/t20191127_12221336.htm","2019-11-27","Compatriots",1,1,2019,11,27
"177",177,"中台办:大陆正积极准备为台胞提供急需救灾物资_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/tbldjh/201101/t20110123_1724491.htm","2009-08-14","Compatriots",1,1,2009,8,14
"178",178,"新余台办春节走访慰问台胞台企_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201701/t20170125_11687570.htm","2020-11-30","Compatriots",3,3,2020,11,30
"179",179,"天津市举行台胞新春联谊晚会_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/local/201202/t20120209_2284347.htm","2012-02-09","Compatriots",1,1,2012,2,9
"180",180,"人民日报评论员文章:和平统一法 保护台胞法 反“台独”法_中共...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674291.htm","2020-11-29","Compatriots",2,6,2020,11,29
"181",181,"河南省各地开展春节走访台企慰问台胞台属活动_中共中央台湾工作...","http://www.gwytb.gov.cn/fuwu/201601/t20160128_11376662.htm","2016-01-28","Compatriots",3,3,2016,1,28
"182",182,"台胞健康服务北京中心设立_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/jy_43772/zxzx_43774/201412/t20141216_8382828.htm","2014-08-28","Compatriots",1,1,2014,8,28
"183",183,"象山台胞医院与宁波大学附属医院合作_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy_43772/zxzx_43774/201305/t20130506_4168452.htm","2013-05-03","Compatriots",1,1,2013,5,3
"184",184,"国台办:“31条惠及台胞措施” 发布实施以来取得积极成果_中共中央...","http://www.gwytb.gov.cn/wyly/201812/t20181226_12126335.htm","2018-12-26","Compatriots",2,2,2018,12,26
"185",185,"国台办:深化两岸融合发展 为台胞投入国家法治建设创造更好条件...","http://www.gwytb.gov.cn/wyly/201905/t20190515_12165174.htm","2019-05-15","Compatriots",1,1,2019,5,15
"186",186,"国台办:台湾居民居住证与台胞证并行不悖_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201809/t20180912_12058925.htm","2018-09-12","Compatriots",5,8,2018,9,12
"187",187,"山东省台办召开对台经济和台胞权益保护工作研商会_中共中央台湾...","http://www.gwytb.gov.cn/service/201503/t20150317_9304431.htm","2015-03-17","Compatriots",1,1,2015,3,17
"188",188,"国台办副主任龙明彪走访慰问赣闽两地台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/m/tbnews/201801/t20180126_11911318.htm","2018-01-25","Compatriots",3,3,2018,1,25
"189",189,"茂名市委台办协调相关职能部门为台商解读“31条惠及台胞措施...","http://www.gwytb.gov.cn/service/fwtqfa/201803/t20180330_11938503.htm","2020-11-29","Compatriots",2,6,2020,11,29
"190",190,"落实“31条惠及台胞措施” 天津南开区建立“三专”服务台生渠道...","http://www.gwytb.gov.cn/service/cxggjc/201804/t20180404_11940064.htm","2018-04-04","Compatriots",1,1,2018,4,4
"191",191,"東莞臺心醫院啟用 可為10萬台胞提供服務_中共中央臺灣工作辦公室...","http://big5.gwytb.gov.cn/jy_43772/zxzx_43774/201412/t20141216_8382769.htm","2020-11-28","Compatriots",1,1,2020,11,28
"192",192,"福州市推广设立台胞权益保障法官工作室总结经验交流会_中共中央...","http://www.gwytb.gov.cn/tbqy/zongshu/201806/t20180622_11967753.htm","2018-04-20","Compatriots",1,1,2018,4,20
"193",193,"为台胞寻根的二十四小时_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/service/201404/t20140428_6080555.htm","2020-11-27","Compatriots",1,1,2020,11,27
"194",194,"厦门认真贯彻31条惠及台胞措施 依法保护台商权益_中共中央台湾...","http://www.gwytb.gov.cn/tbqy/201808/t20180808_12044988.htm","2018-08-08","Compatriots",2,2,2018,8,8
"195",195,"逾300名台胞在福州报考专利代理人_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201507/t20150722_10305342.htm","2015-07-22","Compatriots",5,5,2015,7,22
"196",196,"台胞在大陆遇突发危重疾病如何寻求帮助?_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy_43772/zxzx_43774/201512/t20151203_11156448.htm","2015-12-03","Compatriots",7,7,2015,12,3
"197",197,"山东省济南市委征求台商企业家和台胞台属代表意见建议_中共中央...","http://www.gwytb.gov.cn/topone/201308/t20130819_4669378.htm","2013-08-16","Compatriots",1,1,2013,8,16
"198",198,"泉州市举办台商台胞座谈会 宣传“31条惠及台胞措施”_中共中央...","http://www.gwytb.gov.cn/service/201803/t20180330_11938501.htm","2020-11-26","Compatriots",2,2,2020,11,26
"199",199,"湖北省台办:继续协助滞留台胞尽快返台,希望台湾方面配合_中共中央...","http://www.gwytb.gov.cn/wyly/202002/t20200207_12240005.htm","2020-02-06","Compatriots",2,3,2020,2,6
"200",200,"信阳市落实台胞缴存使用住房公积金相关政策_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201805/t20180529_11959691.htm","2020-11-26","Compatriots",2,2,2020,11,26
"201",201,"第二批滞留湖北台胞将乘坐两岸临时航班返回台湾_中共中央台湾工作...","http://www.gwytb.gov.cn/m/news/202003/t20200311_12254501.htm","2020-03-11","Compatriots",2,2,2020,3,11
"202",202,"江苏多地举行台商台胞新春联谊会_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201802/t20180224_11926730.htm","2018-02-13","Compatriots",8,8,2018,2,13
"203",203,"大连市台办组织台胞开展“庆三八·春风里看大连”活动_中共中央...","http://www.gwytb.gov.cn/service/201803/t20180312_11932464.htm","2018-03-12","Compatriots",1,1,2018,3,12
"204",204,"新密市积极为台企台胞提供法律援助_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201806/t20180604_11961410.htm","2020-11-25","Compatriots",3,7,2020,11,25
"205",205,"盐城市全面贯彻落实“31条惠及台胞措施”_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201807/t20180718_12036896.htm","2018-07-16","Compatriots",1,1,2018,7,16
"206",206,"国台办介绍帮扶台胞台企利好政策措施落实情况_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/202010/t20201028_12303684.htm","2020-10-28","Compatriots",1,3,2020,10,28
"207",207,"天津市举行台胞新春联谊会_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/gxtbsh/201802/t20180224_11926712.htm","2018-02-13","Compatriots",8,8,2018,2,13
"208",208,"上海外滩踩踏事件受伤台胞返台_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/tufashijian/201501/t20150109_8646467.htm","2015-01-04","Compatriots",1,1,2015,1,4
"209",209,"四川发布“川台70条” 促台胞共享四川发展机遇_中共中央台湾工作...","http://www.gwytb.gov.cn/31t/bjzl/201809/t20180905_12055589.html","2018-09-05","Compatriots",2,2,2018,9,5
"210",210,"寒潮冻人 真情暖心 台胞杨阿姨杭州处处遇到热心人_中共中央台湾...","http://www.gwytb.gov.cn/service/201601/t20160128_11377253.htm","2016-01-28","Compatriots",3,3,2016,1,28
"211",211,"天津台办领导走访慰问台企台胞台属并送去新春祝福_中共中央台湾...","http://www.gwytb.gov.cn/service/201702/t20170215_11699738.htm","2020-11-23","Compatriots",5,5,2020,11,23
"212",212,"台盟中央、全国台联举办2010年在京台胞中秋茶话会_中共中央台湾...","http://www.gwytb.gov.cn/lajlwl/zdjl/201101/t20110107_1684145.htm","2010-09-20","Compatriots",1,1,2010,9,20
"213",213,"天津台办慰问在津台胞_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/service/201508/t20150818_10499564.htm","2020-11-23","Compatriots",5,5,2020,11,23
"214",214,"淮南市台办获赠台胞锦旗_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/service/201509/t20150921_10702452.htm","2020-11-23","Compatriots",5,5,2020,11,23
